MES_INICIO,RHS_FINAL_VOL,USINA,LAG,MLT,FATOR,PERC_MLT,CONTRIB,PIAFL,CALC_AFL,RHS_FINAL
6,848879970.018915,SAO SALVADOR,6,343.9133064516129,2.63,80,723.5935967741935,-28.15754,-20374.615644913225,848859595.4032701
6,848859595.4032701,SAO SALVADOR,7,225.74032258064517,2.63,80,474.95763870967744,-20.28511,-9634.567946566065,848849960.8353236
6,848849960.8353236,SAO SALVADOR,8,177.64032258064518,2.63,80,373.7552387096775,-24.74546,-9248.745309280775,848840712.0900143
6,848840712.0900143,SAO SALVADOR,9,155.65141129032259,2.63,80,327.4905693548387,-10.48706,-3434.4132502583548,848837277.6767641
6,848837277.6767641,SAO SALVADOR,10,176.98487903225805,2.63,80,372.3761854838709,-6.14676,-2288.9070418848382,848834988.7697222
6,848834988.7697222,SAO SALVADOR,11,243.2369623655914,2.63,80,511.7705688172043,-1.00314,-513.3775284032903,848834475.3921938
6,848834475.3921938,SAO SALVADOR,12,356.4777553763441,2.63,80,750.0291973118279,-2.2455,-1684.1905625637096,848832791.2016312
6,848832791.2016312,ESTRELA,1,527.8749327956989,2.63,80,1110.6488586021503,-1788.66259,-1986576.064007866,846846215.1376233
6,846846215.1376233,ESTRELA,2,702.1161290322582,2.63,80,1477.2523354838713,-1155.25634,-1706605.1263475493,845139610.0112758
6,845139610.0112758,ESTRELA,3,723.3913306451611,2.63,80,1522.015359677419,-349.26886,-531592.5695770221,844608017.4416988
6,844608017.4416988,ESTRELA,4,641.1242607526881,2.63,80,1348.9254446236557,-283.76101,-382772.4465811076,844225244.9951177
6,844225244.9951177,ESTRELA,5,510.64200268817206,2.63,80,1074.390773655914,-265.82448,-285599.368723881,843939645.6263938
6,843939645.6263938,ESTRELA,6,343.9133064516129,2.63,80,723.5935967741935,-217.46346,-157355.16718836097,843782290.4592054
6,843782290.4592054,ESTRELA,7,225.74032258064517,2.63,80,474.95763870967744,-155.52457,-73867.58252853794,843708422.8766768
6,843708422.8766768,ESTRELA,8,177.64032258064518,2.63,80,373.7552387096775,-181.24072,-67739.66856751383,843640683.2081093
6,843640683.2081093,ESTRELA,9,155.65141129032259,2.63,80,327.4905693548387,-177.15885,-58017.85265274847,843582665.3554565
6,843582665.3554565,ESTRELA,10,176.98487903225805,2.63,80,372.3761854838709,-156.90015,-58425.87935884717,843524239.4760976
6,843524239.4760976,ESTRELA,11,243.2369623655914,2.63,80,511.7705688172043,-139.10352,-71189.08755487535,843453050.3885427
6,843453050.3885427,ESTRELA,12,356.4777553763441,2.63,80,750.0291973118279,-51.87024,-38904.19447157187,843414146.194071
6,843414146.194071,LAJEADO,1,527.8749327956989,2.63,80,1110.6488586021503,-762.24414,-846585.5840671777,842567560.6100038
6,842567560.6100038,LAJEADO,2,702.1161290322582,2.63,80,1477.2523354838713,46.91417,69304.06719978737,842636864.6772037
6,842636864.6772037,LAJEADO,3,723.3913306451611,2.63,80,1522.015359677419,41.06663,62504.04163018949,842699368.7188338
6,842699368.7188338,LAJEADO,4,641.1242607526881,2.63,80,1348.9254446236557,-1.08944,-1469.5733363907955,842697899.1454974
6,842697899.1454974,LAJEADO,5,510.64200268817206,2.63,80,1074.390773655914,-11.70394,-12574.605151422398,842685324.540346
6,842685324.540346,LAJEADO,6,343.9133064516129,2.63,80,723.5935967741935,-0.98402,-712.0305710977419,842684612.5097749
6,842684612.5097749,LAJEADO,7,225.74032258064517,2.63,80,474.95763870967744,-1.9533,-927.7347556916129,842683684.7750193
6,842683684.7750193,LAJEADO,8,177.64032258064518,2.63,80,373.7552387096775,-3.17898,-1188.1604287532905,842682496.6145905
6,842682496.6145905,LAJEADO,9,155.65141129032259,2.63,80,327.4905693548387,-2.2163,-725.8173488611291,842681770.7972417
6,842681770.7972417,LAJEADO,10,176.98487903225805,2.63,80,372.3761854838709,-2.58117,-961.1662386854032,842680809.631003
6,842680809.631003,LAJEADO,11,243.2369623655914,2.63,80,511.7705688172043,-2.41923,-1238.0907131996453,842679571.5402899
6,842679571.5402899,LAJEADO,12,356.4777553763441,2.63,80,750.0291973118279,-3.24163,-2431.3171468819405,842677140.223143
6,842662274.2308289,RONDON II,1,527.8749327956989,2.63,80,1110.6488586021503,-390.5755,-433792.23327296413,842228481.997556
6,842228481.997556,RONDON II,2,702.1161290322582,2.63,80,1477.2523354838713,-91.35458,-134953.76666214815,842093528.2308939
6,842093528.2308939,RONDON II,3,723.3913306451611,2.63,80,1522.015359677419,-77.34075,-117713.80942897133,841975814.4214649
6,841975814.4214649,RONDON II,4,641.1242607526881,2.63,80,1348.9254446236557,-34.53914,-46590.7247814187,841929223.6966835
6,841929223.6966835,RONDON II,5,510.64200268817206,2.63,80,1074.390773655914,-17.43055,-18727.22209974809,841910496.4745837
6,841910496.4745837,RONDON II,6,343.9133064516129,2.63,80,723.5935967741935,-13.71688,-9925.44653572,841900571.028048
6,841900571.028048,RONDON II,7,225.74032258064517,2.63,80,474.95763870967744,-11.08639,-5265.565616214581,841895305.4624318
6,841895305.4624318,RONDON II,8,177.64032258064518,2.63,80,373.7552387096775,-3.46723,-1295.895376311355,841894009.5670555
6,841894009.5670555,RONDON II,9,155.65141129032259,2.63,80,327.4905693548387,-6.17203,-2021.2816187751455,841891988.2854366
6,841891988.2854366,RONDON II,10,176.98487903225805,2.63,80,372.3761854838709,-4.49234,-1672.840433096613,841890315.4450035
6,841890315.4450035,RONDON II,11,243.2369623655914,2.63,80,511.7705688172043,-11.029,-5644.317603484947,841884671.1274
6,841884671.1274,RONDON II,12,356.4777553763441,2.63,80,750.0291973118279,-15.63118,-11723.841388436698,841872947.2860116
6,841872947.2860116,PONTE PEDRA,1,527.8749327956989,2.63,80,1110.6488586021503,-1724.38249,-1915183.444312034,839957763.8416996
6,839957763.8416996,PONTE PEDRA,2,702.1161290322582,2.63,80,1477.2523354838713,-396.2787,-585403.6350775125,839372360.2066221
6,839372360.2066221,PONTE PEDRA,3,723.3913306451611,2.63,80,1522.015359677419,-374.90019,-570603.8475259827,838801756.3590962
6,838801756.3590962,PONTE PEDRA,4,641.1242607526881,2.63,80,1348.9254446236557,-354.07885,-477625.9701680827,838324130.388928
6,838324130.388928,PONTE PEDRA,5,510.64200268817206,2.63,80,1074.390773655914,-300.01391,-322332.1768724358,838001798.2120556
6,838001798.2120556,PONTE PEDRA,6,343.9133064516129,2.63,80,723.5935967741935,-270.49632,-195729.40510298323,837806068.8069526
6,837806068.8069526,PONTE PEDRA,7,225.74032258064517,2.63,80,474.95763870967744,-214.89671,-102066.83394807833,837704001.9730045
6,837704001.9730045,PONTE PEDRA,8,177.64032258064518,2.63,80,373.7552387096775,-174.13026,-65082.0968928782,837638919.8761116
6,837638919.8761116,PONTE PEDRA,9,155.65141129032259,2.63,80,327.4905693548387,-152.05965,-49798.101354397506,837589121.7747573
6,837589121.7747573,PONTE PEDRA,10,176.98487903225805,2.63,80,372.3761854838709,-121.97526,-45420.682042203385,837543701.092715
6,837543701.092715,PONTE PEDRA,11,243.2369623655914,2.63,80,511.7705688172043,-97.5836,-49940.414479230545,837493760.6782358
6,837493760.6782358,PONTE PEDRA,12,356.4777553763441,2.63,80,750.0291973118279,-47.31359,-35486.57392964093,837458274.1043061
6,837417028.9652619,JIRAU,1,527.8749327956989,2.63,80,1110.6488586021503,-161.21098,-179048.79093113408,837237980.1743308
6,837237980.1743308,JIRAU,2,702.1161290322582,2.63,80,1477.2523354838713,16.37992,24197.27507503897,837262177.4494059
6,837262177.4494059,JIRAU,3,723.3913306451611,2.63,80,1522.015359677419,-7.49649,-11409.772923668173,837250767.6764822
6,837250767.6764822,JIRAU,4,641.1242607526881,2.63,80,1348.9254446236557,-7.87475,-10622.450645050132,837240145.2258371
6,837240145.2258371,JIRAU,5,510.64200268817206,2.63,80,1074.390773655914,-7.90816,-8496.454140594753,837231648.7716966
6,837231648.7716966,JIRAU,6,343.9133064516129,2.63,80,723.5935967741935,-6.89692,-4990.567149463871,837226658.204547
6,837226658.204547,JIRAU,7,225.74032258064517,2.63,80,474.95763870967744,-5.27473,-2505.2733056310967,837224152.9312414
6,837224152.9312414,JIRAU,8,177.64032258064518,2.63,80,373.7552387096775,-4.62214,-1727.5490390495486,837222425.3822024
6,837222425.3822024,JIRAU,9,155.65141129032259,2.63,80,327.4905693548387,-2.89025,-946.5296180778226,837221478.8525844
6,837221478.8525844,JIRAU,10,176.98487903225805,2.63,80,372.3761854838709,-0.92513,-344.4963804766935,837221134.3562039
6,837221134.3562039,JIRAU,11,243.2369623655914,2.63,80,511.7705688172043,-1.31452,-672.7326481215914,837220461.6235558
6,837220461.6235558,JIRAU,12,356.4777553763441,2.63,80,750.0291973118279,-0.94305,-707.3150345249194,837219754.3085213
6,837166554.2851132,ESPORA,1,527.8749327956989,2.63,80,1110.6488586021503,-3511.57021,-3900121.4456378133,833266432.8394754
6,833266432.8394754,ESPORA,2,702.1161290322582,2.63,80,1477.2523354838713,-2801.67501,-4138780.9517892986,829127651.8876861
6,829127651.8876861,ESPORA,3,723.3913306451611,2.63,80,1522.015359677419,-118.86302,-180911.34213764424,828946740.5455484
6,828946740.5455484,ESPORA,4,641.1242607526881,2.63,80,1348.9254446236557,-493.35987,-665505.681999219,828281234.8635492
6,828281234.8635492,ESPORA,5,510.64200268817206,2.63,80,1074.390773655914,-262.06092,-281555.8345837806,827999679.0289655
6,827999679.0289655,ESPORA,6,343.9133064516129,2.63,80,723.5935967741935,-202.24293,-146341.68914085146,827853337.3398247
6,827853337.3398247,ESPORA,7,225.74032258064517,2.63,80,474.95763870967744,-371.4857,-176439.9708864116,827676897.3689382
6,827676897.3689382,ESPORA,8,177.64032258064518,2.63,80,373.7552387096775,-290.91065,-108729.37943393743,827568167.9895042
6,827568167.9895042,ESPORA,9,155.65141129032259,2.63,80,327.4905693548387,-251.89936,-82494.66482651948,827485673.3246777
6,827485673.3246777,ESPORA,10,176.98487903225805,2.63,80,372.3761854838709,-272.15585,-101344.35728012054,827384328.9673976
6,827384328.9673976,ESPORA,11,243.2369623655914,2.63,80,511.7705688172043,-215.74152,-110410.16040788827,827273918.8069897
6,827273918.8069897,ESPORA,12,356.4777553763441,2.63,80,750.0291973118279,-151.661,-113750.17809350914,827160168.6288961
6,827160168.6288961,COMP PAF-MOX,1,527.8749327956989,2.63,80,1110.6488586021503,-1056.7325,-1173658.7449727969,825986509.8839233
6,825986509.8839233,COMP PAF-MOX,2,702.1161290322582,2.63,80,1477.2523354838713,-417.65418,-616980.6128296012,825369529.2710937
6,825369529.2710937,COMP PAF-MOX,3,723.3913306451611,2.63,80,1522.015359677419,-250.24233,-380872.66990146536,824988656.6011922
6,824988656.6011922,COMP PAF-MOX,4,641.1242607526881,2.63,80,1348.9254446236557,-121.55603,-163970.02181443645,824824686.5793778
6,824824686.5793778,COMP PAF-MOX,5,510.64200268817206,2.63,80,1074.390773655914,-112.2533,-120603.9098324294,824704082.6695453
6,824704082.6695453,COMP PAF-MOX,6,343.9133064516129,2.63,80,723.5935967741935,-117.08677,-84723.23703897274,824619359.4325063
6,824619359.4325063,COMP PAF-MOX,7,225.74032258064517,2.63,80,474.95763870967744,-117.08677,-55611.2558033431,824563748.176703
6,824563748.176703,COMP PAF-MOX,8,177.64032258064518,2.63,80,373.7552387096775,-85.39797,-31917.938662671877,824531830.2380403
6,824531830.2380403,COMP PAF-MOX,9,155.65141129032259,2.63,80,327.4905693548387,-98.8636,-32376.896652469037,824499453.3413879
6,824499453.3413879,COMP PAF-MOX,10,176.98487903225805,2.63,80,372.3761854838709,-82.17669,-30600.64235789056,824468852.6990299
6,824468852.6990299,COMP PAF-MOX,11,243.2369623655914,2.63,80,511.7705688172043,-56.07956,-28699.86832021854,824440152.8307097
6,824440152.8307097,COMP PAF-MOX,12,356.4777553763441,2.63,80,750.0291973118279,-7.66387,-5748.126264402199,824434404.7044452
6,824434404.7044452,ITIQUIRA I,1,527.8749327956989,2.63,80,1110.6488586021503,-693.30601,-770019.5286685111,823664385.1757767
6,823664385.1757767,ITIQUIRA I,2,702.1161290322582,2.63,80,1477.2523354838713,-370.01196,-546601.0320669648,823117784.1437098
6,823117784.1437098,ITIQUIRA I,3,723.3913306451611,2.63,80,1522.015359677419,-136.77201,-208169.09999395354,822909615.0437158
6,822909615.0437158,ITIQUIRA I,4,641.1242607526881,2.63,80,1348.9254446236557,-167.68768,-226198.1783019093,822683416.8654139
6,822683416.8654139,ITIQUIRA I,5,510.64200268817206,2.63,80,1074.390773655914,-115.67591,-124281.13043825189,822559135.7349757
6,822559135.7349757,ITIQUIRA I,6,343.9133064516129,2.63,80,723.5935967741935,-115.56585,-83622.70906576693,822475513.0259099
6,822475513.0259099,ITIQUIRA I,7,225.74032258064517,2.63,80,474.95763870967744,-85.02107,-40381.40664777019,822435131.6192621
6,822435131.6192621,ITIQUIRA I,8,177.64032258064518,2.63,80,373.7552387096775,-80.95849,-30258.659755525037,822404872.9595066
6,822404872.9595066,ITIQUIRA I,9,155.65141129032259,2.63,80,327.4905693548387,-58.51975,-19164.666246002824,822385708.2932606
6,822385708.2932606,ITIQUIRA I,10,176.98487903225805,2.63,80,372.3761854838709,-54.59795,-20330.97635623911,822365377.3169043
6,822365377.3169043,ITIQUIRA I,11,243.2369623655914,2.63,80,511.7705688172043,-32.86598,-16819.84127933486,822348557.4756249
6,822348557.4756249,ITIQUIRA I,12,356.4777553763441,2.63,80,750.0291973118279,-12.58412,-9438.45742247572,822339119.0182024
6,822339119.0182024,XINGO,1,527.8749327956989,2.63,80,1110.6488586021503,-35.79432,-39754.92065244012,822299364.09755
6,822299364.09755,XINGO,2,702.1161290322582,2.63,80,1477.2523354838713,0.0,0.0,822299364.09755
6,822299364.09755,XINGO,3,723.3913306451611,2.63,80,1522.015359677419,0.0,0.0,822299364.09755
6,822299364.09755,XINGO,4,641.1242607526881,2.63,80,1348.9254446236557,0.0,0.0,822299364.09755
6,822299364.09755,XINGO,5,510.64200268817206,2.63,80,1074.390773655914,0.0,0.0,822299364.09755
6,822299364.09755,XINGO,6,343.9133064516129,2.63,80,723.5935967741935,0.0,0.0,822299364.09755
6,822299364.09755,XINGO,7,225.74032258064517,2.63,80,474.95763870967744,0.0,0.0,822299364.09755
6,822299364.09755,XINGO,8,177.64032258064518,2.63,80,373.7552387096775,0.0,0.0,822299364.09755
6,822299364.09755,XINGO,9,155.65141129032259,2.63,80,327.4905693548387,0.0,0.0,822299364.09755
6,822299364.09755,XINGO,10,176.98487903225805,2.63,80,372.3761854838709,0.0,0.0,822299364.09755
6,822299364.09755,XINGO,11,243.2369623655914,2.63,80,511.7705688172043,0.0,0.0,822299364.09755
6,822299364.09755,XINGO,12,356.4777553763441,2.63,80,750.0291973118279,0.0,0.0,822299364.09755
6,822299364.09755,ITIQUIRA II,1,527.8749327956989,2.63,80,1110.6488586021503,-12.41128,-13784.573965791697,822285579.5235842
6,822285579.5235842,ITIQUIRA II,2,702.1161290322582,2.63,80,1477.2523354838713,0.0,0.0,822285579.5235842
6,822285579.5235842,ITIQUIRA II,3,723.3913306451611,2.63,80,1522.015359677419,0.0,0.0,822285579.5235842
6,822285579.5235842,ITIQUIRA II,4,641.1242607526881,2.63,80,1348.9254446236557,0.0,0.0,822285579.5235842
6,822285579.5235842,ITIQUIRA II,5,510.64200268817206,2.63,80,1074.390773655914,0.0,0.0,822285579.5235842
6,822285579.5235842,ITIQUIRA II,6,343.9133064516129,2.63,80,723.5935967741935,0.0,0.0,822285579.5235842
6,822285579.5235842,ITIQUIRA II,7,225.74032258064517,2.63,80,474.95763870967744,0.0,0.0,822285579.5235842
6,822285579.5235842,ITIQUIRA II,8,177.64032258064518,2.63,80,373.7552387096775,0.0,0.0,822285579.5235842
6,822285579.5235842,ITIQUIRA II,9,155.65141129032259,2.63,80,327.4905693548387,0.0,0.0,822285579.5235842
6,822285579.5235842,ITIQUIRA II,10,176.98487903225805,2.63,80,372.3761854838709,0.0,0.0,822285579.5235842
6,822285579.5235842,ITIQUIRA II,11,243.2369623655914,2.63,80,511.7705688172043,0.0,0.0,822285579.5235842
6,822285579.5235842,ITIQUIRA II,12,356.4777553763441,2.63,80,750.0291973118279,0.0,0.0,822285579.5235842
6,822204201.1478403,B. ESPERANCA,1,527.8749327956989,2.63,80,1110.6488586021503,-351.41228,-390295.6476807793,821813905.5001595
6,821813905.5001595,B. ESPERANCA,2,702.1161290322582,2.63,80,1477.2523354838713,-84.03442,-124140.04320603254,821689765.4569535
6,821689765.4569535,B. ESPERANCA,3,723.3913306451611,2.63,80,1522.015359677419,-61.85887,-94150.15027228871,821595615.3066813
6,821595615.3066813,B. ESPERANCA,4,641.1242607526881,2.63,80,1348.9254446236557,-49.492,-66761.01810531397,821528854.288576
6,821528854.288576,B. ESPERANCA,5,510.64200268817206,2.63,80,1074.390773655914,-45.02614,-48375.66938933949,821480478.6191866
6,821480478.6191866,B. ESPERANCA,6,343.9133064516129,2.63,80,723.5935967741935,-15.27937,-11056.05429474371,821469422.5648919
6,821469422.5648919,B. ESPERANCA,7,225.74032258064517,2.63,80,474.95763870967744,-33.40826,-15867.508282998968,821453555.0566089
6,821453555.0566089,B. ESPERANCA,8,177.64032258064518,2.63,80,373.7552387096775,-28.95241,-10821.114910770453,821442733.9416982
6,821442733.9416982,B. ESPERANCA,9,155.65141129032259,2.63,80,327.4905693548387,-20.13204,-6593.053241874388,821436140.8884563
6,821436140.8884563,B. ESPERANCA,10,176.98487903225805,2.63,80,372.3761854838709,-17.07403,-6357.962162237177,821429782.9262941
6,821429782.9262941,B. ESPERANCA,11,243.2369623655914,2.63,80,511.7705688172043,-17.20167,-8803.30844050584,821420979.6178536
6,821420979.6178536,B. ESPERANCA,12,356.4777553763441,2.63,80,750.0291973118279,-11.27363,-8455.551659690544,821412524.0661939
6,813626023.666194,SOBRADINHO,1,527.8749327956989,2.63,80,1110.6488586021503,-2642.19161,-2934547.0958546777,810691476.5703393
6,810691476.5703393,SOBRADINHO,2,702.1161290322582,2.63,80,1477.2523354838713,-714.44274,-1055412.206234496,809636064.3641049
6,809636064.3641049,SOBRADINHO,3,723.3913306451611,2.63,80,1522.015359677419,-636.40336,-968615.688870318,808667448.6752346
6,808667448.6752346,SOBRADINHO,4,641.1242607526881,2.63,80,1348.9254446236557,-503.09387,-678636.1222771857,807988812.5529574
6,807988812.5529574,SOBRADINHO,5,510.64200268817206,2.63,80,1074.390773655914,-451.41303,-484993.9945400603,807503818.5584173
6,807503818.5584173,SOBRADINHO,6,343.9133064516129,2.63,80,723.5935967741935,-257.52302,-186342.00829395256,807317476.5501233
6,807317476.5501233,SOBRADINHO,7,225.74032258064517,2.63,80,474.95763870967744,-204.74531,-97245.3489744809,807220231.2011489
6,807220231.2011489,SOBRADINHO,8,177.64032258064518,2.63,80,373.7552387096775,-192.32787,-71883.54896237381,807148347.6521865
6,807148347.6521865,SOBRADINHO,9,155.65141129032259,2.63,80,327.4905693548387,-168.33303,-55127.47983592515,807093220.1723506
6,807093220.1723506,SOBRADINHO,10,176.98487903225805,2.63,80,372.3761854838709,-153.61754,-57203.513568615956,807036016.658782
6,807036016.658782,SOBRADINHO,11,243.2369623655914,2.63,80,511.7705688172043,-105.03459,-53753.61186978184,806982263.0469122
6,806982263.0469122,SOBRADINHO,12,356.4777553763441,2.63,80,750.0291973118279,-78.44655,-58837.202928382176,806923425.8439838
6,806038452.3196638,ITAPARICA,1,527.8749327956989,2.63,80,1110.6488586021503,-960.05423,-1066283.1347456663,804972169.184918
6,804972169.184918,ITAPARICA,2,702.1161290322582,2.63,80,1477.2523354838713,-405.3011,-598731.9965491821,804373437.1883689
6,804373437.1883689,ITAPARICA,3,723.3913306451611,2.63,80,1522.015359677419,-326.05963,-496267.76503073616,803877169.4233382
6,803877169.4233382,ITAPARICA,4,641.1242607526881,2.63,80,1348.9254446236557,-9.05788,-12218.40480634772,803864951.0185318
6,803864951.0185318,ITAPARICA,5,510.64200268817206,2.63,80,1074.390773655914,-8.82016,-9476.298526168946,803855474.7200056
6,803855474.7200056,ITAPARICA,6,343.9133064516129,2.63,80,723.5935967741935,-98.46711,-71250.17028886016,803784224.5497168
6,803784224.5497168,ITAPARICA,7,225.74032258064517,2.63,80,474.95763870967744,-121.58653,-57748.45118770336,803726476.0985291
6,803726476.0985291,ITAPARICA,8,177.64032258064518,2.63,80,373.7552387096775,-121.58653,-45443.60254403136,803681032.495985
6,803681032.495985,ITAPARICA,9,155.65141129032259,2.63,80,327.4905693548387,-113.24466,-37086.55817979513,803643945.9378053
6,803643945.9378053,ITAPARICA,10,176.98487903225805,2.63,80,372.3761854838709,-119.88463,-44642.181217545236,803599303.7565877
6,803599303.7565877,ITAPARICA,11,243.2369623655914,2.63,80,511.7705688172043,-109.13348,-55851.303136601,803543452.4534512
6,803543452.4534512,ITAPARICA,12,356.4777553763441,2.63,80,750.0291973118279,-50.15468,-37617.47438183159,803505834.9790694
6,803505834.9790694,SLT APIACAS,1,527.8749327956989,2.63,80,1110.6488586021503,-59.8343,-66454.89700025864,803439380.082069
6,803439380.082069,SLT APIACAS,2,702.1161290322582,2.63,80,1477.2523354838713,-10.93904,-16159.722387951488,803423220.3596811
6,803423220.3596811,SLT APIACAS,3,723.3913306451611,2.63,80,1522.015359677419,-19.50258,-29683.226313337633,803393537.1333678
6,803393537.1333678,SLT APIACAS,4,641.1242607526881,2.63,80,1348.9254446236557,-8.57092,-11561.532071833783,803381975.601296
6,803381975.601296,SLT APIACAS,5,510.64200268817206,2.63,80,1074.390773655914,-5.58506,-6000.5369343146995,803375975.0643617
6,803375975.0643617,SLT APIACAS,6,343.9133064516129,2.63,80,723.5935967741935,-2.86479,-2072.9437001027422,803373902.1206616
6,803373902.1206616,SLT APIACAS,7,225.74032258064517,2.63,80,474.95763870967744,-2.91761,-1385.741156275742,803372516.3795054
6,803372516.3795054,SLT APIACAS,8,177.64032258064518,2.63,80,373.7552387096775,-1.85501,-693.3197053588389,803371823.0598
6,803371823.0598,SLT APIACAS,9,155.65141129032259,2.63,80,327.4905693548387,-1.23907,-405.7837397705,803371417.2760602
6,803371417.2760602,SLT APIACAS,10,176.98487903225805,2.63,80,372.3761854838709,-0.9932,-369.8440274225806,803371047.4320328
6,803371047.4320328,SLT APIACAS,11,243.2369623655914,2.63,80,511.7705688172043,-1.13144,-579.0376923825377,803370468.3943404
6,803370468.3943404,SLT APIACAS,12,356.4777553763441,2.63,80,750.0291973118279,-0.48916,-366.88428215705375,803370101.5100583
6,803370101.5100583,JURUENA,1,527.8749327956989,2.63,80,1110.6488586021503,-3941.12014,-4377200.585104947,798992900.9249533
6,798992900.9249533,JURUENA,2,702.1161290322582,2.63,80,1477.2523354838713,43.06068,63611.49009752362,799056512.4150509
6,799056512.4150509,JURUENA,3,723.3913306451611,2.63,80,1522.015359677419,-370.88632,-564494.6757342343,798492017.7393166
6,798492017.7393166,JURUENA,4,641.1242607526881,2.63,80,1348.9254446236557,-990.69131,-1336368.7158265421,797155649.0234901
6,797155649.0234901,JURUENA,5,510.64200268817206,2.63,80,1074.390773655914,-462.19747,-496580.6973751061,796659068.326115
6,796659068.326115,JURUENA,6,343.9133064516129,2.63,80,723.5935967741935,-429.94713,-311106.99021944177,796347961.3358955
6,796347961.3358955,JURUENA,7,225.74032258064517,2.63,80,474.95763870967744,-361.06985,-171492.8833652574,796176468.4525303
6,796176468.4525303,JURUENA,8,177.64032258064518,2.63,80,373.7552387096775,-257.95685,-96412.72404854646,796080055.7284818
6,796080055.7284818,JURUENA,9,155.65141129032259,2.63,80,327.4905693548387,-258.44028,-84636.75444142392,795995418.9740404
6,795995418.9740404,JURUENA,10,176.98487903225805,2.63,80,372.3761854838709,-282.24592,-105101.6590579858,795890317.3149824
6,795890317.3149824,JURUENA,11,243.2369623655914,2.63,80,511.7705688172043,-298.64348,-152836.94363314938,795737480.3713492
6,795737480.3713492,JURUENA,12,356.4777553763441,2.63,80,750.0291973118279,-326.14455,-244617.9350441273,795492862.436305
6,795492808.6354451,SUICA,1,527.8749327956989,2.63,80,1110.6488586021503,-682.34914,-757850.2935091589,794734958.341936
6,794734958.341936,SUICA,2,702.1161290322582,2.63,80,1477.2523354838713,-460.4265,-680166.1224436646,794054792.2194923
6,794054792.2194923,SUICA,3,723.3913306451611,2.63,80,1522.015359677419,-177.18314,-269675.4605558745,793785116.7589364
6,793785116.7589364,SUICA,4,641.1242607526881,2.63,80,1348.9254446236557,-127.28286,-171695.08851847053,793613421.6704179
6,793613421.6704179,SUICA,5,510.64200268817206,2.63,80,1074.390773655914,-127.62507,-137119.19769519017,793476302.4727228
6,793476302.4727228,SUICA,6,343.9133064516129,2.63,80,723.5935967741935,-120.07442,-86885.08144837516,793389417.3912745
6,793389417.3912745,SUICA,7,225.74032258064517,2.63,80,474.95763870967744,-67.64832,-32130.086329876645,793357287.3049446
6,793357287.3049446,SUICA,8,177.64032258064518,2.63,80,373.7552387096775,-46.2827,-17298.401586628388,793339988.903358
6,793339988.903358,SUICA,9,155.65141129032259,2.63,80,327.4905693548387,-55.70018,-18241.283661367,793321747.6196966
6,793321747.6196966,SUICA,10,176.98487903225805,2.63,80,372.3761854838709,-41.265,-15366.103293991933,793306381.5164026
6,793306381.5164026,SUICA,11,243.2369623655914,2.63,80,511.7705688172043,-23.43207,-11991.843792464548,793294389.6726102
6,793294389.6726102,SUICA,12,356.4777553763441,2.63,80,750.0291973118279,-12.85108,-9638.685216990085,793284750.9873931
6,793284750.9873931,DARDANELOS,1,527.8749327956989,2.63,80,1110.6488586021503,-166.07962,-184456.14039007886,793100294.8470031
6,793100294.8470031,DARDANELOS,2,702.1161290322582,2.63,80,1477.2523354838713,25.48339,37645.39739354633,793137940.2443967
6,793137940.2443967,DARDANELOS,3,723.3913306451611,2.63,80,1522.015359677419,-10.57841,-16100.502500965205,793121839.7418957
6,793121839.7418957,DARDANELOS,4,641.1242607526881,2.63,80,1348.9254446236557,-22.34093,-30136.24893355597,793091703.4929621
6,793091703.4929621,DARDANELOS,5,510.64200268817206,2.63,80,1074.390773655914,-13.50082,-14505.156444789236,793077198.3365173
6,793077198.3365173,DARDANELOS,6,343.9133064516129,2.63,80,723.5935967741935,-12.90014,-9334.458701490645,793067863.8778158
6,793067863.8778158,DARDANELOS,7,225.74032258064517,2.63,80,474.95763870967744,-0.63844,-303.23195485780644,793067560.645861
6,793067560.645861,DARDANELOS,8,177.64032258064518,2.63,80,373.7552387096775,4.83133,1805.7348974352262,793069366.3807585
6,793069366.3807585,DARDANELOS,9,155.65141129032259,2.63,80,327.4905693548387,2.36132,773.3100312289678,793070139.6907897
6,793070139.6907897,DARDANELOS,10,176.98487903225805,2.63,80,372.3761854838709,-1.09839,-409.014278373629,793069730.6765113
6,793069730.6765113,DARDANELOS,11,243.2369623655914,2.63,80,511.7705688172043,-1.19092,-609.4778058157849,793069121.1987054
6,793069121.1987054,DARDANELOS,12,356.4777553763441,2.63,80,750.0291973118279,-1.02557,-769.2074438870915,793068351.9912616
6,793068351.9912616,FOZ R. CLARO,1,527.8749327956989,2.63,80,1110.6488586021503,-1424.54574,-1582170.1001575557,791486181.8911041
6,791486181.8911041,FOZ R. CLARO,2,702.1161290322582,2.63,80,1477.2523354838713,-438.14332,-647248.2427466572,790838933.6483574
6,790838933.6483574,FOZ R. CLARO,3,723.3913306451611,2.63,80,1522.015359677419,-271.62665,-413419.9333977224,790425513.7149596
6,790425513.7149596,FOZ R. CLARO,4,641.1242607526881,2.63,80,1348.9254446236557,-242.04207,-326496.70689237997,790099017.0080673
6,790099017.0080673,FOZ R. CLARO,5,510.64200268817206,2.63,80,1074.390773655914,-220.31521,-236704.62892006518,789862312.3791472
